epi,t,wall_t,opt_step,frame,fps,total_reward,avg_return,avg_len,avg_success,loss,lr,explore_var,entropy_coef,entropy,grad_norm
10.0,20.0,7.0,2500.0,221.0,31.571428,-59.0,-59.0,,,79.088,0.001,0.09996022,,,
11.0,20.0,7.0,2500.0,241.0,34.42857,-59.0,-59.0,,,79.088,0.001,0.09995662,,,
12.0,20.0,7.0,2500.0,261.0,37.285713,-59.0,-59.0,,,79.088,0.001,0.09995302,,,
13.0,20.0,7.0,2500.0,281.0,40.142857,-59.0,-59.0,,,79.088,0.001,0.09994942,,,
14.0,20.0,7.0,2500.0,301.0,43.0,-59.0,-59.0,,,79.088,0.001,0.09994582,,,
15.0,20.0,7.0,2500.0,321.0,45.857143,-59.0,-59.0,,,79.088,0.001,0.09994222,,,
16.0,20.0,7.0,2500.0,341.0,48.714287,-59.0,-59.0,,,79.088,0.001,0.09993862,,,
17.0,20.0,7.0,2500.0,361.0,51.57143,-59.0,-59.0,,,79.088,0.001,0.09993502,,,
18.0,20.0,7.0,2500.0,381.0,54.42857,-59.0,-59.0,,,79.088,0.001,0.09993142,,,
19.0,20.0,8.0,2500.0,401.0,50.125,-59.0,-59.0,,,79.088,0.001,0.09992782,,,
20.0,2.0,10.0,5000.0,403.0,40.3,-41.0,-57.363636,,,71.089874,0.001,0.09992746,,,
21.0,20.0,10.0,5000.0,423.0,42.3,-59.0,-57.5,,,71.089874,0.001,0.09992386,,,
22.0,20.0,10.0,5000.0,443.0,44.3,-59.0,-57.615383,,,71.089874,0.001,0.09992026,,,
23.0,1.0,10.0,5000.0,444.0,44.4,-40.0,-56.357143,,,71.089874,0.001,0.09992008,,,
24.0,20.0,10.0,5000.0,464.0,46.4,-59.0,-56.533333,,,71.089874,0.001,0.09991648,,,
25.0,20.0,10.0,5000.0,484.0,48.4,-59.0,-56.6875,,,71.089874,0.001,0.09991288,,,
26.0,20.0,11.0,5000.0,504.0,45.81818,-59.0,-56.82353,,,71.089874,0.001,0.09990928,,,
27.0,20.0,11.0,5000.0,524.0,47.636364,-59.0,-56.944443,,,71.089874,0.001,0.09990568,,,
28.0,20.0,11.0,5000.0,544.0,49.454544,-59.0,-57.05263,,,71.089874,0.001,0.09990208,,,
29.0,20.0,11.0,5000.0,564.0,51.272728,-59.0,-57.15,,,71.089874,0.001,0.09989848,,,
30.0,20.0,11.0,5000.0,584.0,53.090908,-59.0,-57.238094,,,71.089874,0.001,0.09989488,,,
31.0,20.0,14.0,7500.0,604.0,43.142857,-59.0,-57.31818,,,72.7525,0.001,0.09989128,,,
32.0,20.0,14.0,7500.0,624.0,44.57143,-59.0,-57.391304,,,72.7525,0.001,0.09988768,,,
33.0,20.0,14.0,7500.0,644.0,46.0,-59.0,-57.458332,,,72.7525,0.001,0.09988408,,,
34.0,20.0,14.0,7500.0,664.0,47.42857,-59.0,-57.52,,,72.7525,0.001,0.09988048,,,
35.0,20.0,14.0,7500.0,684.0,48.857143,-59.0,-57.576923,,,72.7525,0.001,0.09987688,,,
36.0,20.0,14.0,7500.0,704.0,50.285713,-59.0,-57.62963,,,72.7525,0.001,0.09987328,,,
37.0,20.0,15.0,7500.0,724.0,48.266666,-59.0,-57.67857,,,72.7525,0.001,0.09986968,,,
38.0,20.0,15.0,7500.0,744.0,49.6,-59.0,-57.724136,,,72.7525,0.001,0.09986608,,,
39.0,20.0,15.0,7500.0,764.0,50.933334,-59.0,-57.766666,,,72.7525,0.001,0.09986248,,,
40.0,20.0,15.0,7500.0,784.0,52.266666,-59.0,-57.80645,,,72.7525,0.001,0.09985888,,,
