epi,t,wall_t,opt_step,frame,fps,total_reward,avg_return,avg_len,avg_success,loss,lr,explore_var,entropy_coef,entropy,grad_norm
10.0,20.0,11.0,2500.0,221.0,20.09091,-59.0,-59.0,,,77.85671,0.001,0.09996022,,,
11.0,20.0,12.0,2500.0,241.0,20.083334,-59.0,-59.0,,,77.85671,0.001,0.09995662,,,
12.0,20.0,12.0,2500.0,261.0,21.75,-59.0,-59.0,,,77.85671,0.001,0.09995302,,,
13.0,20.0,12.0,2500.0,281.0,23.416666,-59.0,-59.0,,,77.85671,0.001,0.09994942,,,
14.0,20.0,12.0,2500.0,301.0,25.083334,-59.0,-59.0,,,77.85671,0.001,0.09994582,,,
15.0,20.0,12.0,2500.0,321.0,26.75,-59.0,-59.0,,,77.85671,0.001,0.09994222,,,
16.0,20.0,12.0,2500.0,341.0,28.416666,-59.0,-59.0,,,77.85671,0.001,0.09993862,,,
17.0,20.0,12.0,2500.0,361.0,30.083334,-59.0,-59.0,,,77.85671,0.001,0.09993502,,,
18.0,20.0,12.0,2500.0,381.0,31.75,-59.0,-59.0,,,77.85671,0.001,0.09993142,,,
19.0,20.0,12.0,2500.0,401.0,33.416668,-59.0,-59.0,,,77.85671,0.001,0.09992782,,,
20.0,20.0,15.0,5000.0,421.0,28.066668,-59.0,-59.0,,,67.732056,0.001,0.09992422,,,
21.0,20.0,15.0,5000.0,441.0,29.4,-59.0,-59.0,,,67.732056,0.001,0.09992062,,,
22.0,20.0,15.0,5000.0,461.0,30.733334,-59.0,-59.0,,,67.732056,0.001,0.09991702,,,
23.0,20.0,15.0,5000.0,481.0,32.066666,-59.0,-59.0,,,67.732056,0.001,0.09991342,,,
24.0,20.0,15.0,5000.0,501.0,33.4,-59.0,-59.0,,,67.732056,0.001,0.09990982,,,
25.0,20.0,15.0,5000.0,521.0,34.733334,-59.0,-59.0,,,67.732056,0.001,0.09990622,,,
26.0,20.0,16.0,5000.0,541.0,33.8125,-59.0,-59.0,,,67.732056,0.001,0.09990262,,,
27.0,20.0,16.0,5000.0,561.0,35.0625,-59.0,-59.0,,,67.732056,0.001,0.09989902,,,
28.0,20.0,16.0,5000.0,581.0,36.3125,-59.0,-59.0,,,67.732056,0.001,0.09989542,,,
29.0,20.0,16.0,5000.0,601.0,37.5625,-59.0,-59.0,,,67.732056,0.001,0.09989182,,,
30.0,20.0,19.0,7500.0,621.0,32.68421,-59.0,-59.0,,,68.01455,0.001,0.09988822,,,
31.0,20.0,19.0,7500.0,641.0,33.736843,-59.0,-59.0,,,68.01455,0.001,0.09988462,,,
32.0,20.0,19.0,7500.0,661.0,34.789474,-59.0,-59.0,,,68.01455,0.001,0.09988102,,,
33.0,20.0,19.0,7500.0,681.0,35.842106,-59.0,-59.0,,,68.01455,0.001,0.09987742,,,
34.0,20.0,19.0,7500.0,701.0,36.894737,-59.0,-59.0,,,68.01455,0.001,0.09987382,,,
35.0,20.0,19.0,7500.0,721.0,37.94737,-59.0,-59.0,,,68.01455,0.001,0.09987022,,,
36.0,20.0,19.0,7500.0,741.0,39.0,-59.0,-59.0,,,68.01455,0.001,0.09986662,,,
37.0,20.0,20.0,7500.0,761.0,38.05,-59.0,-59.0,,,68.01455,0.001,0.09986302,,,
38.0,20.0,20.0,7500.0,781.0,39.05,-59.0,-59.0,,,68.01455,0.001,0.09985942,,,
39.0,20.0,20.0,7500.0,801.0,40.05,-59.0,-59.0,,,68.01455,0.001,0.09985582,,,
40.0,20.0,22.0,10000.0,821.0,37.31818,-59.0,-59.0,,,73.10162,0.001,0.09985222,,,
41.0,20.0,22.0,10000.0,841.0,38.227272,-59.0,-59.0,,,73.10162,0.001,0.09984862,,,
42.0,20.0,22.0,10000.0,861.0,39.136364,-59.0,-59.0,,,73.10162,0.001,0.09984502,,,
43.0,20.0,23.0,10000.0,881.0,38.304348,-59.0,-59.0,,,73.10162,0.001,0.09984142,,,
44.0,20.0,23.0,10000.0,901.0,39.173912,-59.0,-59.0,,,73.10162,0.001,0.09983782,,,
45.0,20.0,23.0,10000.0,921.0,40.04348,-59.0,-59.0,,,73.10162,0.001,0.09983422,,,
46.0,20.0,23.0,10000.0,941.0,40.913044,-59.0,-59.0,,,73.10162,0.001,0.09983062,,,
47.0,20.0,23.0,10000.0,961.0,41.782608,-59.0,-59.0,,,73.10162,0.001,0.09982702,,,
48.0,20.0,23.0,10000.0,981.0,42.652172,-59.0,-59.0,,,73.10162,0.001,0.09982342,,,
49.0,1.0,23.0,10000.0,982.0,42.695652,-40.0,-58.525,,,73.10162,0.001,0.09982324,,,
50.0,20.0,38.0,12500.0,1002.0,26.368422,-41.0,-58.09756,,,76.13262,0.001,0.09981964,,,
51.0,20.0,38.0,12500.0,1022.0,26.894737,-59.0,-58.11905,,,76.13262,0.001,0.09981604,,,
52.0,20.0,39.0,12500.0,1042.0,26.717949,-59.0,-58.139534,,,76.13262,0.001,0.09981244,,,
53.0,20.0,39.0,12500.0,1062.0,27.23077,-59.0,-58.159092,,,76.13262,0.001,0.09980884,,,
54.0,20.0,39.0,12500.0,1082.0,27.74359,-59.0,-58.177776,,,76.13262,0.001,0.09980524,,,
55.0,20.0,40.0,12500.0,1102.0,27.55,-59.0,-58.195652,,,76.13262,0.001,0.09980164,,,
56.0,20.0,40.0,12500.0,1122.0,28.05,-59.0,-58.212765,,,76.13262,0.001,0.09979804,,,
57.0,20.0,40.0,12500.0,1142.0,28.55,-59.0,-58.229168,,,76.13262,0.001,0.09979444,,,
58.0,20.0,40.0,12500.0,1162.0,29.05,-59.0,-58.2449,,,76.13262,0.001,0.09979084,,,
59.0,20.0,40.0,12500.0,1182.0,29.55,-59.0,-58.26,,,76.13262,0.001,0.09978724,,,
60.0,20.0,42.0,15000.0,1202.0,28.619047,-59.0,-58.27451,,,70.56646,0.001,0.09978364,,,
61.0,20.0,42.0,15000.0,1222.0,29.095238,-59.0,-58.28846,,,70.56646,0.001,0.09978004,,,
62.0,20.0,42.0,15000.0,1242.0,29.571428,-59.0,-58.301888,,,70.56646,0.001,0.09977644,,,
63.0,20.0,42.0,15000.0,1262.0,30.047619,-59.0,-58.314816,,,70.56646,0.001,0.09977284,,,
64.0,20.0,43.0,15000.0,1282.0,29.813953,-59.0,-58.327274,,,70.56646,0.001,0.09976924,,,
65.0,20.0,43.0,15000.0,1302.0,30.27907,-59.0,-58.339287,,,70.56646,0.001,0.09976564,,,
66.0,20.0,43.0,15000.0,1322.0,30.744186,-59.0,-58.350876,,,70.56646,0.001,0.09976204,,,
67.0,20.0,43.0,15000.0,1342.0,31.209303,-59.0,-58.36207,,,70.56646,0.001,0.09975844,,,
68.0,20.0,43.0,15000.0,1362.0,31.67442,-59.0,-58.372883,,,70.56646,0.001,0.09975484,,,
69.0,20.0,43.0,15000.0,1382.0,32.139534,-59.0,-58.383335,,,70.56646,0.001,0.09975124,,,
70.0,20.0,45.0,17500.0,1402.0,31.155556,-59.0,-58.393444,,,67.999146,0.001,0.09974764,,,
71.0,20.0,45.0,17500.0,1422.0,31.6,-59.0,-58.403225,,,67.999146,0.001,0.09974404,,,
72.0,20.0,46.0,17500.0,1442.0,31.347826,-59.0,-58.412697,,,67.999146,0.001,0.09974044,,,
73.0,20.0,46.0,17500.0,1462.0,31.782608,-59.0,-58.421875,,,67.999146,0.001,0.09973684,,,
74.0,20.0,46.0,17500.0,1482.0,32.217392,-59.0,-58.43077,,,67.999146,0.001,0.09973324,,,
75.0,20.0,46.0,17500.0,1502.0,32.652172,-59.0,-58.439392,,,67.999146,0.001,0.09972964,,,
76.0,20.0,46.0,17500.0,1522.0,33.086956,-59.0,-58.44776,,,67.999146,0.001,0.09972604,,,
77.0,20.0,46.0,17500.0,1542.0,33.52174,-59.0,-58.455883,,,67.999146,0.001,0.09972244,,,
78.0,20.0,46.0,17500.0,1562.0,33.95652,-59.0,-58.463768,,,67.999146,0.001,0.09971884,,,
79.0,20.0,47.0,17500.0,1582.0,33.659573,-59.0,-58.471428,,,67.999146,0.001,0.09971524,,,
80.0,20.0,49.0,20000.0,1602.0,32.69388,-59.0,-58.478874,,,67.57736,0.001,0.09971164,,,
81.0,20.0,49.0,20000.0,1622.0,33.10204,-59.0,-58.48611,,,67.57736,0.001,0.09970804,,,
82.0,20.0,49.0,20000.0,1642.0,33.510204,-59.0,-58.49315,,,67.57736,0.001,0.09970444,,,
83.0,20.0,49.0,20000.0,1662.0,33.918365,-59.0,-58.5,,,67.57736,0.001,0.09970084,,,
84.0,17.0,49.0,20000.0,1679.0,34.265305,64.0,-56.866665,,,67.57736,0.001,0.09969778,,,
85.0,20.0,49.0,20000.0,1699.0,34.67347,-59.0,-56.894737,,,67.57736,0.001,0.09969418,,,
86.0,20.0,50.0,20000.0,1719.0,34.38,-59.0,-56.922077,,,67.57736,0.001,0.09969058,,,
87.0,20.0,50.0,20000.0,1739.0,34.78,-59.0,-56.94872,,,67.57736,0.001,0.09968698,,,
88.0,20.0,50.0,20000.0,1759.0,35.18,-59.0,-56.97468,,,67.57736,0.001,0.09968338,,,
89.0,20.0,50.0,20000.0,1779.0,35.58,-59.0,-57.0,,,67.57736,0.001,0.09967978,,,
90.0,20.0,50.0,20000.0,1799.0,35.98,-59.0,-57.024693,,,67.57736,0.001,0.09967618,,,
91.0,20.0,53.0,22500.0,1819.0,34.320755,-59.0,-57.048782,,,71.122154,0.001,0.09967258,,,
92.0,20.0,53.0,22500.0,1839.0,34.698112,-59.0,-57.07229,,,71.122154,0.001,0.09966898,,,
93.0,20.0,53.0,22500.0,1859.0,35.07547,-59.0,-57.095238,,,71.122154,0.001,0.09966538,,,
94.0,20.0,53.0,22500.0,1879.0,35.45283,-59.0,-57.117645,,,71.122154,0.001,0.09966178,,,
95.0,20.0,53.0,22500.0,1899.0,35.83019,-59.0,-57.139534,,,71.122154,0.001,0.09965818,,,
96.0,18.0,53.0,22500.0,1917.0,36.16981,-57.0,-57.13793,,,71.122154,0.001,0.09965494,,,
97.0,20.0,53.0,22500.0,1937.0,36.54717,-59.0,-57.159092,,,71.122154,0.001,0.09965134,,,
98.0,20.0,53.0,22500.0,1957.0,36.92453,-59.0,-57.179775,,,71.122154,0.001,0.09964774,,,
99.0,20.0,54.0,22500.0,1977.0,36.61111,-59.0,-57.2,,,71.122154,0.001,0.09964414,,,
100.0,20.0,54.0,22500.0,1997.0,36.98148,-59.0,-57.21978,,,71.122154,0.001,0.09964054,,,
101.0,20.0,69.0,25000.0,2017.0,29.231884,-56.0,-57.20652,,,81.63517,0.001,0.09963694,,,
102.0,20.0,69.0,25000.0,2037.0,29.52174,-59.0,-57.225807,,,81.63517,0.001,0.09963334,,,
103.0,20.0,69.0,25000.0,2057.0,29.811594,-59.0,-57.244682,,,81.63517,0.001,0.09962974,,,
104.0,20.0,70.0,25000.0,2077.0,29.671429,-59.0,-57.263157,,,81.63517,0.001,0.09962614,,,
105.0,20.0,70.0,25000.0,2097.0,29.957144,-59.0,-57.28125,,,81.63517,0.001,0.09962254,,,
106.0,20.0,70.0,25000.0,2117.0,30.242857,-59.0,-57.29897,,,81.63517,0.001,0.09961894,,,
107.0,20.0,70.0,25000.0,2137.0,30.528572,-59.0,-57.316326,,,81.63517,0.001,0.09961534,,,
108.0,20.0,70.0,25000.0,2157.0,30.814285,-59.0,-57.333332,,,81.63517,0.001,0.09961174,,,
109.0,20.0,71.0,25000.0,2177.0,30.661972,-59.0,-57.35,,,81.63517,0.001,0.09960814,,,
110.0,20.0,71.0,25000.0,2197.0,30.943663,-59.0,-57.35,,,81.63517,0.001,0.09960454,,,
111.0,20.0,73.0,27500.0,2217.0,30.369864,-59.0,-57.35,,,77.56854,0.001,0.09960094,,,
112.0,20.0,73.0,27500.0,2237.0,30.643835,-59.0,-57.35,,,77.56854,0.001,0.09959734,,,
113.0,20.0,73.0,27500.0,2257.0,30.917809,-59.0,-57.35,,,77.56854,0.001,0.09959374,,,
114.0,20.0,73.0,27500.0,2277.0,31.19178,-59.0,-57.35,,,77.56854,0.001,0.09959014,,,
115.0,20.0,74.0,27500.0,2297.0,31.04054,-59.0,-57.35,,,77.56854,0.001,0.09958654,,,
116.0,20.0,74.0,27500.0,2317.0,31.31081,-59.0,-57.35,,,77.56854,0.001,0.09958294,,,
117.0,20.0,74.0,27500.0,2337.0,31.581081,-59.0,-57.35,,,77.56854,0.001,0.09957934,,,
118.0,20.0,74.0,27500.0,2357.0,31.85135,-59.0,-57.35,,,77.56854,0.001,0.09957574,,,
119.0,20.0,74.0,27500.0,2377.0,32.12162,-59.0,-57.35,,,77.56854,0.001,0.09957214,,,
120.0,20.0,74.0,27500.0,2397.0,32.39189,-59.0,-57.35,,,77.56854,0.001,0.09956854,,,
121.0,20.0,76.0,30000.0,2417.0,31.802631,-59.0,-57.35,,,72.368126,0.001,0.09956494,,,
122.0,20.0,76.0,30000.0,2437.0,32.06579,-59.0,-57.35,,,72.368126,0.001,0.09956134,,,
123.0,20.0,77.0,30000.0,2457.0,31.90909,-59.0,-57.35,,,72.368126,0.001,0.09955774,,,
124.0,20.0,77.0,30000.0,2477.0,32.16883,-59.0,-57.35,,,72.368126,0.001,0.09955414,,,
125.0,20.0,77.0,30000.0,2497.0,32.42857,-59.0,-57.35,,,72.368126,0.001,0.09955054,,,
126.0,20.0,77.0,30000.0,2517.0,32.688313,-59.0,-57.35,,,72.368126,0.001,0.09954694,,,
127.0,20.0,77.0,30000.0,2537.0,32.94805,-59.0,-57.35,,,72.368126,0.001,0.09954334,,,
128.0,20.0,77.0,30000.0,2557.0,33.20779,-59.0,-57.35,,,72.368126,0.001,0.09953974,,,
129.0,20.0,77.0,30000.0,2577.0,33.467533,-59.0,-57.35,,,72.368126,0.001,0.09953614,,,
130.0,20.0,77.0,30000.0,2597.0,33.727272,-59.0,-57.35,,,72.368126,0.001,0.09953254,,,
131.0,20.0,80.0,32500.0,2617.0,32.7125,-59.0,-57.35,,,77.12096,0.001,0.09952894,,,
132.0,20.0,80.0,32500.0,2637.0,32.9625,-59.0,-57.35,,,77.12096,0.001,0.09952534,,,
133.0,20.0,80.0,32500.0,2657.0,33.2125,-59.0,-57.35,,,77.12096,0.001,0.09952174,,,
134.0,20.0,80.0,32500.0,2677.0,33.4625,-59.0,-57.35,,,77.12096,0.001,0.09951814,,,
135.0,20.0,80.0,32500.0,2697.0,33.7125,-59.0,-57.35,,,77.12096,0.001,0.09951454,,,
136.0,20.0,81.0,32500.0,2717.0,33.54321,-59.0,-57.35,,,77.12096,0.001,0.09951094,,,
137.0,20.0,81.0,32500.0,2737.0,33.790123,-59.0,-57.35,,,77.12096,0.001,0.09950734,,,
138.0,20.0,81.0,32500.0,2757.0,34.037037,-59.0,-57.35,,,77.12096,0.001,0.09950374,,,
139.0,14.0,81.0,32500.0,2771.0,34.209877,67.0,-56.09,,,77.12096,0.001,0.09950122,,,
140.0,20.0,81.0,32500.0,2791.0,34.45679,-59.0,-56.09,,,77.12096,0.001,0.09949762,,,
141.0,20.0,83.0,35000.0,2811.0,33.86747,-59.0,-56.09,,,81.2263,0.001,0.09949402,,,
142.0,20.0,83.0,35000.0,2831.0,34.108433,-59.0,-56.09,,,81.2263,0.001,0.09949042,,,
143.0,20.0,84.0,35000.0,2851.0,33.940475,-59.0,-56.09,,,81.2263,0.001,0.09948682,,,
144.0,20.0,84.0,35000.0,2871.0,34.17857,-59.0,-56.09,,,81.2263,0.001,0.09948322,,,
145.0,20.0,84.0,35000.0,2891.0,34.416668,-59.0,-56.09,,,81.2263,0.001,0.09947962,,,
146.0,20.0,84.0,35000.0,2911.0,34.654762,-59.0,-56.09,,,81.2263,0.001,0.09947602,,,
