epi,t,wall_t,opt_step,frame,fps,total_reward,avg_return,avg_len,avg_success,loss,lr,explore_var,entropy_coef,entropy,grad_norm
10.0,20.0,14.0,2500.0,221.0,15.785714,-59.0,-59.0,,,82.09768,0.001,0.09996022,,,
11.0,20.0,14.0,2500.0,241.0,17.214285,-59.0,-59.0,,,82.09768,0.001,0.09995662,,,
12.0,20.0,14.0,2500.0,261.0,18.642857,-59.0,-59.0,,,82.09768,0.001,0.09995302,,,
13.0,20.0,14.0,2500.0,281.0,20.071428,-59.0,-59.0,,,82.09768,0.001,0.09994942,,,
14.0,20.0,14.0,2500.0,301.0,21.5,-59.0,-59.0,,,82.09768,0.001,0.09994582,,,
15.0,20.0,14.0,2500.0,321.0,22.928572,-59.0,-59.0,,,82.09768,0.001,0.09994222,,,
16.0,20.0,14.0,2500.0,341.0,24.357143,-59.0,-59.0,,,82.09768,0.001,0.09993862,,,
17.0,20.0,14.0,2500.0,361.0,25.785715,-59.0,-59.0,,,82.09768,0.001,0.09993502,,,
18.0,20.0,14.0,2500.0,381.0,27.214285,-59.0,-59.0,,,82.09768,0.001,0.09993142,,,
19.0,20.0,15.0,2500.0,401.0,26.733334,-59.0,-59.0,,,82.09768,0.001,0.09992782,,,
20.0,20.0,19.0,5000.0,421.0,22.157894,-59.0,-59.0,,,69.47439,0.001,0.09992422,,,
21.0,20.0,19.0,5000.0,441.0,23.210526,-59.0,-59.0,,,69.47439,0.001,0.09992062,,,
22.0,20.0,19.0,5000.0,461.0,24.263159,-59.0,-59.0,,,69.47439,0.001,0.09991702,,,
23.0,20.0,19.0,5000.0,481.0,25.31579,-59.0,-59.0,,,69.47439,0.001,0.09991342,,,
24.0,20.0,19.0,5000.0,501.0,26.368422,-59.0,-59.0,,,69.47439,0.001,0.09990982,,,
25.0,20.0,19.0,5000.0,521.0,27.421053,-59.0,-59.0,,,69.47439,0.001,0.09990622,,,
26.0,20.0,19.0,5000.0,541.0,28.473684,-59.0,-59.0,,,69.47439,0.001,0.09990262,,,
27.0,20.0,19.0,5000.0,561.0,29.526316,-59.0,-59.0,,,69.47439,0.001,0.09989902,,,
28.0,20.0,20.0,5000.0,581.0,29.05,-59.0,-59.0,,,69.47439,0.001,0.09989542,,,
29.0,20.0,20.0,5000.0,601.0,30.05,-59.0,-59.0,,,69.47439,0.001,0.09989182,,,
30.0,20.0,24.0,7500.0,621.0,25.875,-59.0,-59.0,,,71.67296,0.001,0.09988822,,,
31.0,20.0,24.0,7500.0,641.0,26.708334,-59.0,-59.0,,,71.67296,0.001,0.09988462,,,
32.0,20.0,24.0,7500.0,661.0,27.541666,-59.0,-59.0,,,71.67296,0.001,0.09988102,,,
33.0,20.0,24.0,7500.0,681.0,28.375,-59.0,-59.0,,,71.67296,0.001,0.09987742,,,
34.0,20.0,24.0,7500.0,701.0,29.208334,-59.0,-59.0,,,71.67296,0.001,0.09987382,,,
35.0,20.0,24.0,7500.0,721.0,30.041666,-59.0,-59.0,,,71.67296,0.001,0.09987022,,,
36.0,20.0,24.0,7500.0,741.0,30.875,-59.0,-59.0,,,71.67296,0.001,0.09986662,,,
37.0,20.0,25.0,7500.0,761.0,30.44,-59.0,-59.0,,,71.67296,0.001,0.09986302,,,
38.0,20.0,25.0,7500.0,781.0,31.24,-59.0,-59.0,,,71.67296,0.001,0.09985942,,,
39.0,20.0,25.0,7500.0,801.0,32.04,-59.0,-59.0,,,71.67296,0.001,0.09985582,,,
40.0,20.0,29.0,10000.0,821.0,28.310345,-59.0,-59.0,,,77.49417,0.001,0.09985222,,,
41.0,20.0,30.0,10000.0,841.0,28.033333,-59.0,-59.0,,,77.49417,0.001,0.09984862,,,
42.0,20.0,30.0,10000.0,861.0,28.7,-59.0,-59.0,,,77.49417,0.001,0.09984502,,,
43.0,20.0,30.0,10000.0,881.0,29.366667,-59.0,-59.0,,,77.49417,0.001,0.09984142,,,
44.0,20.0,30.0,10000.0,901.0,30.033333,-59.0,-59.0,,,77.49417,0.001,0.09983782,,,
45.0,20.0,30.0,10000.0,921.0,30.7,-59.0,-59.0,,,77.49417,0.001,0.09983422,,,
46.0,20.0,30.0,10000.0,941.0,31.366667,-59.0,-59.0,,,77.49417,0.001,0.09983062,,,
47.0,20.0,30.0,10000.0,961.0,32.033333,-59.0,-59.0,,,77.49417,0.001,0.09982702,,,
48.0,20.0,31.0,10000.0,981.0,31.64516,-59.0,-59.0,,,77.49417,0.001,0.09982342,,,
49.0,4.0,31.0,10000.0,985.0,31.774193,77.0,-55.6,,,77.49417,0.001,0.0998227,,,
50.0,20.0,49.0,12500.0,1005.0,20.510204,-44.0,-55.317074,,,84.583084,0.001,0.0998191,,,
51.0,20.0,49.0,12500.0,1025.0,20.918367,-59.0,-55.404762,,,84.583084,0.001,0.0998155,,,
52.0,20.0,49.0,12500.0,1045.0,21.32653,-59.0,-55.488373,,,84.583084,0.001,0.0998119,,,
53.0,20.0,49.0,12500.0,1065.0,21.734694,-59.0,-55.56818,,,84.583084,0.001,0.0998083,,,
54.0,20.0,50.0,12500.0,1085.0,21.7,-59.0,-55.644444,,,84.583084,0.001,0.0998047,,,
55.0,20.0,50.0,12500.0,1105.0,22.1,-59.0,-55.717392,,,84.583084,0.001,0.0998011,,,
56.0,20.0,50.0,12500.0,1125.0,22.5,-59.0,-55.787235,,,84.583084,0.001,0.0997975,,,
57.0,20.0,50.0,12500.0,1145.0,22.9,-59.0,-55.854168,,,84.583084,0.001,0.0997939,,,
58.0,20.0,51.0,12500.0,1165.0,22.843138,-59.0,-55.918365,,,84.583084,0.001,0.0997903,,,
59.0,20.0,51.0,12500.0,1185.0,23.235294,-59.0,-55.98,,,84.583084,0.001,0.0997867,,,
60.0,20.0,55.0,15000.0,1205.0,21.90909,-59.0,-56.039215,,,75.693405,0.001,0.0997831,,,
61.0,20.0,55.0,15000.0,1225.0,22.272728,-59.0,-56.096153,,,75.693405,0.001,0.0997795,,,
62.0,20.0,55.0,15000.0,1245.0,22.636364,-59.0,-56.150944,,,75.693405,0.001,0.0997759,,,
63.0,20.0,55.0,15000.0,1265.0,23.0,-59.0,-56.203705,,,75.693405,0.001,0.0997723,,,
64.0,20.0,56.0,15000.0,1285.0,22.946428,-59.0,-56.254547,,,75.693405,0.001,0.0997687,,,
65.0,20.0,56.0,15000.0,1305.0,23.303572,-59.0,-56.30357,,,75.693405,0.001,0.0997651,,,
66.0,20.0,56.0,15000.0,1325.0,23.660715,-59.0,-56.350876,,,75.693405,0.001,0.0997615,,,
67.0,20.0,56.0,15000.0,1345.0,24.017857,-59.0,-56.396553,,,75.693405,0.001,0.0997579,,,
68.0,20.0,56.0,15000.0,1365.0,24.375,-59.0,-56.440678,,,75.693405,0.001,0.0997543,,,
69.0,20.0,56.0,15000.0,1385.0,24.732143,-59.0,-56.483334,,,75.693405,0.001,0.0997507,,,
70.0,20.0,60.0,17500.0,1405.0,23.416666,-59.0,-56.52459,,,72.54075,0.001,0.0997471,,,
71.0,20.0,60.0,17500.0,1425.0,23.75,-59.0,-56.564518,,,72.54075,0.001,0.0997435,,,
72.0,20.0,61.0,17500.0,1445.0,23.688524,-59.0,-56.603176,,,72.54075,0.001,0.0997399,,,
73.0,20.0,61.0,17500.0,1465.0,24.016394,-59.0,-56.640625,,,72.54075,0.001,0.0997363,,,
74.0,20.0,61.0,17500.0,1485.0,24.344263,-59.0,-56.67692,,,72.54075,0.001,0.0997327,,,
75.0,20.0,61.0,17500.0,1505.0,24.67213,-59.0,-56.71212,,,72.54075,0.001,0.0997291,,,
76.0,20.0,61.0,17500.0,1525.0,25.0,-59.0,-56.74627,,,72.54075,0.001,0.0997255,,,
77.0,20.0,61.0,17500.0,1545.0,25.32787,-59.0,-56.77941,,,72.54075,0.001,0.0997219,,,
78.0,20.0,61.0,17500.0,1565.0,25.655737,-59.0,-56.811596,,,72.54075,0.001,0.0997183,,,
79.0,20.0,62.0,17500.0,1585.0,25.564516,-59.0,-56.842857,,,72.54075,0.001,0.0997147,,,
