epi,t,wall_t,opt_step,frame,fps,total_reward,avg_return,avg_len,avg_success,loss,lr,explore_var,entropy_coef,entropy,grad_norm
35.0,13.0,84.0,2500.0,503.0,5.9880953,68.0,68.0,,,1079.7416,0.00055,,0.001,4.0842996,
36.0,12.0,84.0,2500.0,515.0,6.1309524,69.0,68.5,,,1079.7416,0.00055,,0.001,4.0842996,
37.0,20.0,86.0,2500.0,535.0,6.22093,-59.0,26.0,,,1079.7416,0.00055,,0.001,4.0842996,
38.0,17.0,86.0,2500.0,552.0,6.418605,64.0,35.5,,,1079.7416,0.00055,,0.001,4.0842996,
39.0,20.0,86.0,2500.0,572.0,6.6511626,-59.0,16.6,,,1079.7416,0.00055,,0.001,4.0842996,
40.0,12.0,86.0,2500.0,584.0,6.7906976,-51.0,5.3333335,,,1079.7416,0.00055,,0.001,4.0842996,
41.0,20.0,88.0,2500.0,604.0,6.8636365,-59.0,-3.857143,,,1079.7416,0.00055,,0.001,4.0842996,
42.0,14.0,88.0,2500.0,618.0,7.0227275,-53.0,-10.0,,,1079.7416,0.00055,,0.001,4.0842996,
43.0,17.0,89.0,2500.0,635.0,7.1348314,64.0,-1.7777778,,,1079.7416,0.00055,,0.001,4.0842996,
44.0,20.0,90.0,2500.0,655.0,7.2777777,-59.0,-7.5,,,1079.7416,0.00055,,0.001,4.0842996,
45.0,9.0,90.0,2500.0,664.0,7.3777776,-48.0,-11.181818,,,1079.7416,0.00055,,0.001,4.0842996,
46.0,20.0,90.0,2500.0,684.0,7.6,-59.0,-15.166667,,,1079.7416,0.00055,,0.001,4.0842996,
47.0,3.0,90.0,2500.0,687.0,7.633333,-42.0,-17.23077,,,1079.7416,0.00055,,0.001,4.0842996,
48.0,19.0,91.0,2500.0,706.0,7.7582417,62.0,-11.571428,,,1079.7416,0.00055,,0.001,4.0842996,
49.0,2.0,91.0,2500.0,708.0,7.7802196,79.0,-5.5333333,,,1079.7416,0.00055,,0.001,4.0842996,
50.0,20.0,92.0,2500.0,728.0,7.9130435,-59.0,-8.875,,,1079.7416,0.00055,,0.001,4.0842996,
51.0,20.0,92.0,2500.0,748.0,8.130435,-59.0,-11.823529,,,1079.7416,0.00055,,0.001,4.0842996,
52.0,7.0,92.0,2500.0,755.0,8.206522,74.0,-7.0555553,,,1079.7416,0.00055,,0.001,4.0842996,
53.0,20.0,94.0,2500.0,775.0,8.24468,-59.0,-9.789474,,,1079.7416,0.00055,,0.001,4.0842996,
54.0,20.0,95.0,2500.0,795.0,8.368421,-59.0,-12.25,,,1079.7416,0.00055,,0.001,4.0842996,
55.0,20.0,96.0,2500.0,815.0,8.489583,-59.0,-14.476191,,,1079.7416,0.00055,,0.001,4.0842996,
56.0,3.0,96.0,2500.0,818.0,8.520833,-42.0,-15.727273,,,1079.7416,0.00055,,0.001,4.0842996,
57.0,19.0,96.0,2500.0,837.0,8.71875,-58.0,-17.565218,,,1079.7416,0.00055,,0.001,4.0842996,
58.0,20.0,96.0,2500.0,857.0,8.927083,-59.0,-19.291666,,,1079.7416,0.00055,,0.001,4.0842996,
59.0,13.0,96.0,2500.0,870.0,9.0625,-52.0,-20.6,,,1079.7416,0.00055,,0.001,4.0842996,
60.0,20.0,97.0,2500.0,890.0,9.175258,-59.0,-22.076923,,,1079.7416,0.00055,,0.001,4.0842996,
61.0,20.0,97.0,2500.0,910.0,9.381443,-59.0,-23.444445,,,1079.7416,0.00055,,0.001,4.0842996,
62.0,20.0,97.0,2500.0,930.0,9.587629,-59.0,-24.714285,,,1079.7416,0.00055,,0.001,4.0842996,
63.0,10.0,97.0,2500.0,940.0,9.6907215,71.0,-21.413794,,,1079.7416,0.00055,,0.001,4.0842996,
64.0,12.0,97.0,2500.0,952.0,9.814433,69.0,-18.4,,,1079.7416,0.00055,,0.001,4.0842996,
65.0,20.0,97.0,2500.0,972.0,10.020618,-59.0,-19.709677,,,1079.7416,0.00055,,0.001,4.0842996,
66.0,20.0,98.0,2500.0,992.0,10.122449,-59.0,-20.9375,,,1079.7416,0.00055,,0.001,4.0842996,
67.0,1.0,98.0,2500.0,993.0,10.132653,80.0,-17.878788,,,1079.7416,0.00055,,0.001,4.0842996,
68.0,20.0,123.0,5000.0,1013.0,8.235772,-52.0,-18.882353,,,1148.5786,0.00055,,0.001,4.043831,
69.0,20.0,123.0,5000.0,1033.0,8.398374,-59.0,-20.028572,,,1148.5786,0.00055,,0.001,4.043831,
70.0,11.0,123.0,5000.0,1044.0,8.487804,70.0,-17.527779,,,1148.5786,0.00055,,0.001,4.043831,
71.0,11.0,123.0,5000.0,1055.0,8.577236,70.0,-15.162162,,,1148.5786,0.00055,,0.001,4.043831,
72.0,19.0,124.0,5000.0,1074.0,8.66129,-58.0,-16.289474,,,1148.5786,0.00055,,0.001,4.043831,
73.0,18.0,124.0,5000.0,1092.0,8.806452,63.0,-14.256411,,,1148.5786,0.00055,,0.001,4.043831,
74.0,10.0,125.0,5000.0,1102.0,8.816,-49.0,-15.125,,,1148.5786,0.00055,,0.001,4.043831,
75.0,6.0,125.0,5000.0,1108.0,8.864,75.0,-12.926829,,,1148.5786,0.00055,,0.001,4.043831,
76.0,5.0,125.0,5000.0,1113.0,8.904,76.0,-10.809524,,,1148.5786,0.00055,,0.001,4.043831,
77.0,20.0,125.0,5000.0,1133.0,9.064,-59.0,-11.930233,,,1148.5786,0.00055,,0.001,4.043831,
78.0,18.0,126.0,5000.0,1151.0,9.134921,-57.0,-12.954545,,,1148.5786,0.00055,,0.001,4.043831,
79.0,20.0,126.0,5000.0,1171.0,9.293651,-59.0,-13.9777775,,,1148.5786,0.00055,,0.001,4.043831,
80.0,20.0,127.0,5000.0,1191.0,9.377953,-59.0,-14.956522,,,1148.5786,0.00055,,0.001,4.043831,
81.0,14.0,127.0,5000.0,1205.0,9.488189,-53.0,-15.765958,,,1148.5786,0.00055,,0.001,4.043831,
82.0,20.0,127.0,5000.0,1225.0,9.645669,-59.0,-16.666666,,,1148.5786,0.00055,,0.001,4.043831,
83.0,15.0,127.0,5000.0,1240.0,9.76378,66.0,-14.979591,,,1148.5786,0.00055,,0.001,4.043831,
84.0,8.0,128.0,5000.0,1248.0,9.75,73.0,-13.22,,,1148.5786,0.00055,,0.001,4.043831,
85.0,20.0,128.0,5000.0,1268.0,9.90625,-59.0,-14.117647,,,1148.5786,0.00055,,0.001,4.043831,
86.0,20.0,128.0,5000.0,1288.0,10.0625,-59.0,-14.980769,,,1148.5786,0.00055,,0.001,4.043831,
87.0,20.0,128.0,5000.0,1308.0,10.21875,-59.0,-15.81132,,,1148.5786,0.00055,,0.001,4.043831,
88.0,13.0,129.0,5000.0,1321.0,10.24031,68.0,-14.259259,,,1148.5786,0.00055,,0.001,4.043831,
89.0,10.0,129.0,5000.0,1331.0,10.317829,71.0,-12.709091,,,1148.5786,0.00055,,0.001,4.043831,
90.0,1.0,129.0,5000.0,1332.0,10.325582,-40.0,-13.196428,,,1148.5786,0.00055,,0.001,4.043831,
91.0,20.0,129.0,5000.0,1352.0,10.48062,-59.0,-14.0,,,1148.5786,0.00055,,0.001,4.043831,
92.0,18.0,129.0,5000.0,1370.0,10.620155,63.0,-12.672414,,,1148.5786,0.00055,,0.001,4.043831,
