epi,t,wall_t,opt_step,frame,fps,total_reward,avg_return,avg_len,avg_success,loss,lr,explore_var,entropy_coef,entropy,grad_norm
10.0,20.0,2.0,2500.0,221.0,110.5,-59.0,-59.0,,,77.79696,0.001,0.09996022,,,
11.0,20.0,2.0,2500.0,241.0,120.5,-59.0,-59.0,,,77.79696,0.001,0.09995662,,,
12.0,20.0,3.0,2500.0,261.0,87.0,-59.0,-59.0,,,77.79696,0.001,0.09995302,,,
13.0,20.0,3.0,2500.0,281.0,93.666664,-59.0,-59.0,,,77.79696,0.001,0.09994942,,,
14.0,20.0,3.0,2500.0,301.0,100.333336,-59.0,-59.0,,,77.79696,0.001,0.09994582,,,
15.0,20.0,3.0,2500.0,321.0,107.0,-59.0,-59.0,,,77.79696,0.001,0.09994222,,,
16.0,20.0,3.0,2500.0,341.0,113.666664,-59.0,-59.0,,,77.79696,0.001,0.09993862,,,
17.0,20.0,3.0,2500.0,361.0,120.333336,-59.0,-59.0,,,77.79696,0.001,0.09993502,,,
18.0,20.0,3.0,2500.0,381.0,127.0,-59.0,-59.0,,,77.79696,0.001,0.09993142,,,
19.0,20.0,3.0,2500.0,401.0,133.66667,-59.0,-59.0,,,77.79696,0.001,0.09992782,,,
20.0,20.0,5.0,5000.0,421.0,84.2,-59.0,-59.0,,,67.51268,0.001,0.09992422,,,
21.0,20.0,5.0,5000.0,441.0,88.2,-59.0,-59.0,,,67.51268,0.001,0.09992062,,,
22.0,20.0,5.0,5000.0,461.0,92.2,-59.0,-59.0,,,67.51268,0.001,0.09991702,,,
23.0,20.0,5.0,5000.0,481.0,96.2,-59.0,-59.0,,,67.51268,0.001,0.09991342,,,
24.0,20.0,5.0,5000.0,501.0,100.2,-59.0,-59.0,,,67.51268,0.001,0.09990982,,,
25.0,20.0,5.0,5000.0,521.0,104.2,-59.0,-59.0,,,67.51268,0.001,0.09990622,,,
