epi,t,wall_t,opt_step,frame,fps,total_reward,avg_return,avg_len,avg_success,loss,lr,explore_var,entropy_coef,entropy,grad_norm
10.0,20.0,11.0,2500.0,202.0,18.363636,-59.0,-59.0,,,93.3372,0.001,0.09996364,,,
11.0,20.0,12.0,2500.0,222.0,18.5,-59.0,-59.0,,,93.3372,0.001,0.09996004,,,
12.0,20.0,12.0,2500.0,242.0,20.166666,-59.0,-59.0,,,93.3372,0.001,0.09995644,,,
13.0,20.0,12.0,2500.0,262.0,21.833334,-59.0,-59.0,,,93.3372,0.001,0.09995284,,,
14.0,20.0,12.0,2500.0,282.0,23.5,-59.0,-59.0,,,93.3372,0.001,0.09994924,,,
15.0,20.0,12.0,2500.0,302.0,25.166666,-59.0,-59.0,,,93.3372,0.001,0.09994564,,,
16.0,20.0,12.0,2500.0,322.0,26.833334,-59.0,-59.0,,,93.3372,0.001,0.09994204,,,
17.0,20.0,12.0,2500.0,342.0,28.5,-59.0,-59.0,,,93.3372,0.001,0.09993844,,,
18.0,20.0,12.0,2500.0,362.0,30.166666,-59.0,-59.0,,,93.3372,0.001,0.09993484,,,
19.0,20.0,12.0,2500.0,382.0,31.833334,-59.0,-59.0,,,93.3372,0.001,0.09993124,,,
20.0,20.0,15.0,5000.0,402.0,26.8,-59.0,-59.0,,,82.88221,0.001,0.09992764,,,
21.0,20.0,15.0,5000.0,422.0,28.133333,-59.0,-59.0,,,82.88221,0.001,0.09992404,,,
22.0,20.0,15.0,5000.0,442.0,29.466667,-59.0,-59.0,,,82.88221,0.001,0.09992044,,,
23.0,20.0,15.0,5000.0,462.0,30.8,-59.0,-59.0,,,82.88221,0.001,0.09991684,,,
24.0,20.0,15.0,5000.0,482.0,32.133335,-59.0,-59.0,,,82.88221,0.001,0.09991324,,,
25.0,20.0,15.0,5000.0,502.0,33.466667,-59.0,-59.0,,,82.88221,0.001,0.09990964,,,
26.0,20.0,16.0,5000.0,522.0,32.625,-59.0,-59.0,,,82.88221,0.001,0.09990604,,,
27.0,20.0,16.0,5000.0,542.0,33.875,-59.0,-59.0,,,82.88221,0.001,0.09990244,,,
28.0,1.0,16.0,5000.0,543.0,33.9375,80.0,-51.68421,,,82.88221,0.001,0.09990226,,,
29.0,20.0,16.0,5000.0,563.0,35.1875,-59.0,-52.05,,,82.88221,0.001,0.09989866,,,
30.0,20.0,16.0,5000.0,583.0,36.4375,-59.0,-52.38095,,,82.88221,0.001,0.09989506,,,
31.0,20.0,19.0,7500.0,603.0,31.736841,-59.0,-52.68182,,,82.04308,0.001,0.09989146,,,
32.0,20.0,19.0,7500.0,623.0,32.789474,-59.0,-52.95652,,,82.04308,0.001,0.09988786,,,
33.0,20.0,19.0,7500.0,643.0,33.842106,-59.0,-53.208332,,,82.04308,0.001,0.09988426,,,
34.0,20.0,19.0,7500.0,663.0,34.894737,-59.0,-53.44,,,82.04308,0.001,0.09988066,,,
35.0,20.0,19.0,7500.0,683.0,35.94737,-59.0,-53.653847,,,82.04308,0.001,0.09987706,,,
36.0,20.0,19.0,7500.0,703.0,37.0,-59.0,-53.851852,,,82.04308,0.001,0.09987346,,,
37.0,20.0,19.0,7500.0,723.0,38.05263,-59.0,-54.035713,,,82.04308,0.001,0.09986986,,,
38.0,20.0,20.0,7500.0,743.0,37.15,-59.0,-54.206898,,,82.04308,0.001,0.09986626,,,
39.0,20.0,20.0,7500.0,763.0,38.15,-59.0,-54.366665,,,82.04308,0.001,0.09986266,,,
40.0,20.0,20.0,7500.0,783.0,39.15,-59.0,-54.51613,,,82.04308,0.001,0.09985906,,,
41.0,20.0,23.0,10000.0,803.0,34.913044,-59.0,-54.65625,,,81.45237,0.001,0.09985546,,,
42.0,20.0,23.0,10000.0,823.0,35.782608,-59.0,-54.78788,,,81.45237,0.001,0.09985186,,,
43.0,20.0,23.0,10000.0,843.0,36.652172,-59.0,-54.911766,,,81.45237,0.001,0.09984826,,,
44.0,20.0,23.0,10000.0,863.0,37.52174,-59.0,-55.028572,,,81.45237,0.001,0.09984466,,,
